Description,Repeat_Customers,Unique_Customers,Repeat_Rate,Repeat_Product_Flag
WASH BAG VINTAGE ROSE PAISLEY,0,11,0,0
WASHROOM METAL SIGN,7,84,0.0833,1
WATERING CAN BLUE ELEPHANT,2,27,0.0741,1
WATERING CAN GARDEN MARKER,0,14,0,0
WATERING CAN GREEN DINOSAUR,0,15,0,0
WATERING CAN PINK BUNNY,0,15,0,0
WELCOME WOODEN BLOCK LETTERS,4,51,0.0784,1
WHEELBARROW FOR CHILDREN,1,19,0.0526,1
WHITE BAMBOO RIBS LAMPSHADE,0,4,0,0
WHITE BAROQUE WALL CLOCK,0,12,0,0
WHITE BELL HONEYCOMB PAPER,1,13,0.0769,1
WHITE BROCANTE SOAP DISH,1,23,0.0435,1
WHITE CANDYSTUFT ARTIFICIAL FLOWER,0,8,0,0
WHITE CHRISTMAS GARLAND STARS TREES,4,47,0.0851,1
WHITE CHRISTMAS STAR DECORATION,0,6,0,0
WHITE CHRISTMAS TREE 60CM,0,2,0,0
WHITE FRANGIPANI NECKLACE,0,2,0,0
WHITE GOOSE FEATHER CHRISTMAS TREE,4,45,0.0889,1
WHITE GOOSE FEATHER TREE 60CM,4,45,0.0889,1
WHITE HANGING BEADS CANDLE HOLDER,0,9,0,0
WHITE HANGING HEART T-LIGHT HOLDER,85,460,0.1848,1
WHITE HEART CONFETTI IN TUBE,1,9,0.1111,1
WHITE HEARTS WIRE PLANT POT HOLDER,1,24,0.0417,1
WHITE HONEYCOMB PAPER GARLAND,0,16,0,0
WHITE JEWELLED HEART DECORATION,2,42,0.0476,1
WHITE LOVEBIRD LANTERN,0,30,0,0
WHITE METAL LANTERN,2,31,0.0645,1
WHITE MOROCCAN METAL LANTERN,2,20,0.1,1
WHITE ROCKING HORSE HAND PAINTED,14,122,0.1148,1
WHITE ROSEBUD PEARL BRACELET,0,11,0,0
WHITE SAGE INCENSE,0,16,0,0
WHITE SKULL HOT WATER BOTTLE,23,234,0.0983,1
WHITE SOAP RACK WITH 2 BOTTLES,0,16,0,0
WHITE SPOT BLUE CERAMIC DRAWER KNOB,7,64,0.1094,1
WHITE SPOT RED CERAMIC DRAWER KNOB,4,48,0.0833,1
WHITE SQUARE TABLE CLOCK,0,13,0,0
WHITE STITCHED CUSHION COVER,1,5,0.2,1
WHITE STONE/CRYSTAL EARRINGS,0,2,0,0
WHITE TALL PORCELAIN T-LIGHT HOLDER,0,9,0,0
WHITE TEA;COFFEE;SUGAR JARS,5,29,0.1724,1
WHITE TRAVEL ALARM CLOCK,0,12,0,0
WHITE VINT ART DECO CRYSTAL NECKLAC,0,2,0,0
WHITE WICKER STAR,39,230,0.1696,1
WHITE WIRE EGG HOLDER,0,13,0,0
WHITE WOOD GARDEN PLANT LADDER,9,97,0.0928,1
WHITE/PINK CHICK DECORATION,0,4,0,0
WHITE/PINK CHICK EASTER DECORATION,0,2,0,0
WICKER STAR,21,199,0.1055,1
WICKER WREATH LARGE,8,81,0.0988,1
WICKER WREATH SMALL,9,80,0.1125,1
WIRE EGG BASKET,3,64,0.0469,1
WOOD 2 DRAWER CABINET WHITE FINISH,31,196,0.1582,1
WOOD AND GLASS MEDICINE CABINET,0,4,0,0
WOOD BLACK BOARD ANT WHITE FINISH,21,166,0.1265,1
WOOD S/3 CABINET ANT WHITE FINISH,1,1,1,1
WOOD STAMP SET BEST WISHES,5,102,0.049,1
WOOD STAMP SET FLOWERS,5,89,0.0562,1
WOOD STAMP SET HAPPY BIRTHDAY,4,61,0.0656,1
WOOD STAMP SET THANK YOU,8,141,0.0567,1
WOOD STOCKING CHRISTMAS SCANDISPOT,6,87,0.069,1
WOODEN ADVENT CALENDAR CREAM,10,77,0.1299,1
WOODEN ADVENT CALENDAR RED,11,114,0.0965,1
WOODEN BOX ADVENT CALENDAR,0,5,0,0
WOODEN BOX OF DOMINOES,23,259,0.0888,1
WOODEN CROQUET GARDEN SET,6,64,0.0938,1
WOODEN FRAME ANTIQUE WHITE,42,287,0.1463,1
WOODEN HAPPY BIRTHDAY GARLAND,4,42,0.0952,1
WOODEN HEART CHRISTMAS SCANDINAVIAN,54,391,0.1381,1
WOODEN OWLS LIGHT GARLAND,8,69,0.1159,1
WOODEN PICTURE FRAME WHITE FINISH,33,227,0.1454,1
WOODEN REGATTA BUNTING,1,20,0.05,1
WOODEN ROUNDERS GARDEN SET,8,72,0.1111,1
WOODEN SCHOOL COLOURING SET,18,155,0.1161,1
WOODEN SKITTLES GARDEN SET,1,11,0.0909,1
WOODEN STAR CHRISTMAS SCANDINAVIAN,58,418,0.1388,1
WOODEN TREE CHRISTMAS SCANDINAVIAN,31,244,0.127,1
WOODEN UNION JACK BUNTING,4,31,0.129,1
WOODLAND BUNNIES LOLLY MAKERS,2,67,0.0299,1
WOODLAND CHARLOTTE BAG,23,144,0.1597,1
WOODLAND DESIGN COTTON TOTE BAG,0,4,0,0
WOODLAND HEIGHT CHART STICKERS,0,18,0,0
WOODLAND LARGE BLUE FELT HEART,0,15,0,0
WOODLAND LARGE PINK FELT HEART,1,17,0.0588,1
WOODLAND LARGE RED FELT HEART,0,34,0,0
WOODLAND MINI BACKPACK,5,90,0.0556,1
WOODLAND PARTY BAG + STICKER SET,5,49,0.102,1
WOODLAND SMALL BLUE FELT HEART,4,43,0.093,1
WOODLAND SMALL PINK FELT HEART,4,39,0.1026,1
WOODLAND SMALL RED FELT HEART,7,68,0.1029,1
WOODLAND STICKERS,1,20,0.05,1
WOODLAND STORAGE BOX LARGE,0,2,0,0
WOODLAND STORAGE BOX SMALL,0,7,0,0
WORLD WAR 2 GLIDERS ASSTD DESIGNS,12,190,0.0632,1
WOVEN BERRIES CUSHION COVER,0,2,0,0
WOVEN BUBBLE GUM CUSHION COVER,0,4,0,0
WOVEN CANDY CUSHION COVER,0,2,0,0
WOVEN FROST CUSHION COVER,0,2,0,0
WOVEN ROSE GARDEN CUSHION COVER,0,2,0,0
WRAP 50'S CHRISTMAS,5,132,0.0379,1
WRAP A PRETTY THANK YOU,0,3,0,0
WRAP ALPHABET DESIGN,7,46,0.1522,1
WRAP ALPHABET POSTER,0,25,0,0
WRAP BAD HAIR DAY,1,7,0.1429,1
WRAP BILLBOARD FONTS DESIGN,1,26,0.0385,1
WRAP BIRD GARDEN,1,26,0.0385,1
WRAP CAROUSEL,0,3,0,0
WRAP CHRISTMAS SCREEN PRINT,0,5,0,0
WRAP CHRISTMAS VILLAGE,7,130,0.0538,1
WRAP CIRCUS PARADE,2,25,0.08,1
WRAP COWBOYS,0,12,0,0
WRAP DAISY CARPET,0,7,0,0
WRAP DOLLY GIRL,1,35,0.0286,1
WRAP ENGLISH ROSE,1,50,0.02,1
WRAP FLOWER SHOP,0,28,0,0
WRAP GINGHAM ROSE,0,31,0,0
WRAP GREEN PEARS,0,21,0,0
WRAP I LOVE LONDON,0,29,0,0
WRAP KEEP CALM BIRTHDAY,3,63,0.0476,1
WRAP MAGIC FOREST,2,18,0.1111,1
WRAP MONSTER FUN,1,18,0.0556,1
WRAP PAISLEY PARK,4,63,0.0635,1
WRAP PINK FAIRY CAKES,1,42,0.0238,1
WRAP POPPIES DESIGN,1,33,0.0303,1
WRAP RED APPLES,1,60,0.0167,1
WRAP RED VINTAGE DOILY,2,56,0.0357,1
WRAP SUKI AND FRIENDS,2,26,0.0769,1
WRAP VINTAGE DOILY,1,67,0.0149,1
WRAP VINTAGE LEAF DESIGN,2,83,0.0241,1
WRAP WEDDING DAY,0,6,0,0
WRAP; BILLBOARD FONTS DESIGN,0,12,0,0
WRAP; CAROUSEL,0,4,0,0
YELLOW COAT RACK PARIS FASHION,0,20,0,0
YELLOW DRAGONFLY HELICOPTER,0,10,0,0
YELLOW EASTER EGG HUNT START POST,0,2,0,0
YELLOW GIANT GARDEN THERMOMETER,3,45,0.0667,1
YELLOW POT PLANT CANDLE,0,7,0,0
YELLOW SHARK HELICOPTER,1,23,0.0435,1
YELLOW/BLUE RETRO RADIO,1,8,0.125,1
YELLOW/PINK FLOWER DESIGN BIG MUG,0,6,0,0
YOU'RE CONFUSING ME METAL SIGN,12,138,0.087,1
ZINC BOX SIGN HOME,0,57,0,0
ZINC FOLKART SLEIGH BELLS,35,297,0.1178,1
ZINC HEART FLOWER T-LIGHT HOLDER,2,19,0.1053,1
ZINC HEART LATTICE CHARGER LARGE,0,4,0,0
ZINC HEART LATTICE CHARGER SMALL,0,4,0,0
ZINC HEART LATTICE T-LIGHT HOLDER,1,30,0.0333,1
ZINC HEART T-LIGHT HOLDER,1,15,0.0667,1
ZINC HEARTS PLANT POT HOLDER,0,26,0,0
ZINC HERB GARDEN CONTAINER,0,11,0,0
ZINC METAL HEART DECORATION,14,178,0.0787,1
ZINC STAR T-LIGHT HOLDER,1,18,0.0556,1
ZINC SWEETHEART SOAP DISH,0,16,0,0
ZINC SWEETHEART WIRE LETTER RACK,1,33,0.0303,1
ZINC T-LIGHT HOLDER STAR LARGE,4,61,0.0656,1
ZINC T-LIGHT HOLDER STARS SMALL,5,91,0.0549,1
ZINC TOP 2 DOOR WOODEN SHELF,0,2,0,0
ZINC WILLIE WINKIE CANDLE STICK,9,95,0.0947,1
ZINC WIRE KITCHEN ORGANISER,0,16,0,0
ZINC WIRE SWEETHEART LETTER TRAY,1,13,0.0769,1
